País,Categoría,Nombre,Og_Resumida
España,Premio,Diputación de Jaen Short Film Festival against Gender violence,"El Diputación de Jaen Short Film Festival against Gender violence está dirigido a cineastas de cualquier nacionalidad que presenten cortometrajes cuya temática aborde la lucha contra la violencia de género; pueden participar tanto profesionales como amateurs. La disciplina involucrada es exclusivamente el cortometraje audiovisual. La inscripción es gratuita, no se requiere pago para participar. El festival otorga un premio de 3.000 euros al cortometraje ganador. La convocatoria está abierta a participantes de América Latina, ya que no se establece restricción geográfica para la postulación."
Bulgaria,Convocatoria,IN THE PALACE International Short Film Festival,"La oportunidad IN THE PALACE International Short Film Festival está dirigida a cineastas de todo el mundo que deseen presentar cortometrajes en diversas disciplinas audiovisuales. La convocatoria requiere el pago de una tarifa de inscripción cuyo monto varía según la fecha de envío y la categoría del cortometraje; las tarifas estándar suelen oscilar entre 10 y 30 euros por obra. El festival otorga premios económicos a los ganadores, con montos que pueden alcanzar hasta 2.000 euros en las principales categorías, además de trofeos y la posibilidad de calificar para premios internacionales reconocidos. Las bases establecen que pueden participar artistas de cualquier nacionalidad, incluyendo latinoamericanos, siempre que cumplan con los requisitos técnicos y de duración establecidos para los cortometrajes."
España,Convocatoria,Isla Calavera · Canary Islands Fantastic Film Festival City of La Laguna,"Isla Calavera · Canary Islands Fantastic Film Festival City of La Laguna está dirigido a cineastas de todo el mundo que trabajen en el género fantástico (cortometrajes y largometrajes de terror, ciencia ficción, fantasía y animación). La convocatoria requiere el pago de una tasa de inscripción, cuyo monto varía según la categoría y el momento de inscripción; los detalles exactos deben consultarse en la plataforma de inscripción, ya que pueden cambiar cada año. Los premios incluyen reconocimientos en metálico, pero el monto específico destinado a los ganadores no se detalla públicamente en la descripción principal ni en las bases disponibles. La oportunidad está abierta a participantes internacionales, incluyendo artistas de Latinoamérica, sin restricciones geográficas explícitas."
México,Convocatoria,Convocatoria Internacional de Performance Art en Formato Audiovisual,"Convocatoria Internacional de Performance Art en Formato Audiovisual dirigida a artistas y colectivos de cualquier nacionalidad interesados en performance art en formato audiovisual, quienes pueden presentar una pieza individual o grupal de entre 3 y 15 minutos realizada en los últimos 4 años, preferentemente inédita; la convocatoria está abierta del 1 al 23 de agosto de 2025 y acepta propuestas de América Latina, ya que no hay restricciones geográficas para la postulación; no se menciona ningún pago de inscripción ni se especifican montos de dinero o premios para los seleccionados, por lo que esta información no está disponible en la descripción pública consultada."
Argentina,Convocatoria,Convocatoria Centro Cultural Recoleta,"La Convocatoria Centro Cultural Recoleta 2026 está dirigida a artistas, colectivos de artistas, curadores y colectivos de curadores mayores de 18 años que acrediten residencia efectiva en Argentina; no está abierta a artistas de otros países latinoamericanos. La inscripción es gratuita y se realiza únicamente a través del sitio web oficial del CCR entre el 1 y el 26 de septiembre de 2025. Se aceptan propuestas de artes visuales y proyectos curatoriales para ser exhibidos en el CCR en 2026; los seleccionados trabajarán en conjunto con el equipo de curaduría del centro. No se menciona en las bases ningún monto de dinero destinado a los artistas seleccionados ni honorarios, y tampoco se informa sobre apoyo económico para la producción o exhibición."
Argentina,Convocatoria,20° Concurso Nacional UADE de Artes Visuales,"Dirigido a personas mayores de 18 años, de cualquier nacionalidad, con residencia permanente en Argentina y documentación vigente; no es necesario tener vínculo previo con UADE. La convocatoria abarca todas las expresiones de las artes visuales, sin restricciones de técnica, procedimiento o temática, excepto materiales perecederos o peligrosos. La inscripción es gratuita y solo admite una obra original e inédita por participante. No se especifica el monto de los premios ni detalles sobre el apoyo económico en la información disponible; tampoco se menciona la apertura a artistas latinoamericanos no residentes en Argentina, por lo que la oportunidad está limitada a quienes residen en el país."
Argentina,Convocatoria,Salón Nacional del Museo Municipal de Artes Visuales Santa Fé,"Convocatoria dirigida a artistas visuales y colectivos de artistas visuales mayores de 18 años, argentinos o extranjeros con al menos dos años de residencia comprobable en Argentina; no se menciona restricción específica para latinoamericanos residentes, pero sí exige residencia en el país. No se requiere pago de inscripción para participar. Las disciplinas involucradas son las artes visuales en general, sin restricción de técnica o soporte. El Salón Nacional del Museo Municipal de Artes Visuales Santa Fe otorga un Premio Adquisición de $2.000.000 pesos argentinos a la obra ganadora y premios estímulo de $120.000 a $150.000 pesos argentinos a cada una de las 20 obras seleccionadas. La convocatoria está abierta hasta el 18 de septiembre de 2025 y la exhibición se inaugurará el 14 de noviembre de 2025."
España,Convocatoria,Certamen Internacional de Fotografía sobre Patrimonio Industrial,"Dirigida a fotógrafos y fotógrafas de cualquier nacionalidad interesados en el patrimonio industrial, cultural y natural, el Certamen Internacional de Fotografía sobre Patrimonio Industrial busca difundir y valorar este legado a través del arte fotográfico, con exposición itinerante internacional de las obras seleccionadas; no se menciona ningún pago de inscripción para participar ni montos económicos en premios o reconocimientos para los seleccionados en la información disponible, y tampoco se especifican restricciones geográficas que excluyan la participación de artistas de Latinoamérica. Falta información precisa sobre bases completas, premios y detalles económicos."
España,Premio,"Premio “Diderot” de Ensayo, organizado por Ápeiron Ediciones","Dirigido a autores mayores de 18 años de cualquier nacionalidad, el Premio “Diderot” de Ensayo, organizado por Ápeiron Ediciones, convoca la presentación de ensayos originales e inéditos, de tema libre y escritos en castellano, con una extensión mínima de 20.000 palabras; no se requiere pago de inscripción para participar, y el premio consiste en la publicación del libro ganador, sin mención de remuneración económica adicional; la convocatoria es internacional y abierta a participantes de Latinoamérica."
Cuba,Convocatoria,Nuevas Miradas – EICTV abre su convocatoria 20265,"Nuevas Miradas – EICTV abre su convocatoria 20265 está dirigida a cineastas emergentes, profesionales y estudiantes de cine y audiovisual, principalmente de América Latina y el Caribe, interesados en desarrollar y presentar proyectos cinematográficos en etapa de desarrollo o postproducción. La convocatoria abarca disciplinas vinculadas al cine y el audiovisual. No se especifica un monto de apoyo económico para los proyectos seleccionados ni premios monetarios, y tampoco se menciona un pago de inscripción para participar; sin embargo, la información sobre apoyos financieros y aranceles no está detallada en la fuente consultada, por lo que se recomienda revisar las bases oficiales si están disponibles. La oportunidad está abierta a participantes de Latinoamérica."
Croacia,Residencia,Cirkus Kolektiv: Outdoor Art Lab Residency 2026 (Croatia),"Cirkus Kolektiv: Outdoor Art Lab Residency 2026 (Croacia) está dirigida a artistas y colectivos que trabajen en circo contemporáneo y artes al aire libre, con residencias de 14 días entre enero y junio de 2026 en Split; pueden postular artistas de Europa, sin importar su nivel de experiencia, pero no se especifica apertura para artistas de Latinoamérica. La residencia cubre viaje, alojamiento y una dieta diaria de 25 EUR, además de 500 EUR para costos de producción; no se menciona ningún pago de inscripción para participar. La convocatoria se enfoca en la experimentación y la creación en espacios públicos, sin exigir una obra final, y fomenta la interacción con el entorno urbano y la comunidad local. Falta información sobre la elegibilidad para artistas fuera de Europa, por lo que se recomienda verificar directamente con la organización si se aceptan postulaciones de Latinoamérica."
