Resumen generado por la IA,Oportunidades relacionadas,Nombre,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Inscripcion,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Disciplina,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Monto_Extraido_LLM,Moneda_Extraida_LLM
Residencia︱Group Residency Programme Orkney,"Goethe-Institut ofrece ayudas a grupos de teatro y danza para actuar en Alemania (https://www.notion.so/Goethe-Institut-ofrece-ayudas-a-grupos-de-teatro-y-danza-para-actuar-en-Alemania-23d9dd874b3a811c92c0ec5082dda04b?pvs=21), Kunstwerkt - “Eat This” Group Exhibition (https://www.notion.so/Kunstwerkt-Eat-This-Group-Exhibition-2449dd874b3a814b8362cf9f31d587b3?pvs=21)","Group Residency Programme, Orkney: Air, Sea and Soil: SOUNDINGS and SURROUNDINGS",Revisar,https://tracy.mackenna.studio/the-museum-of-loss-and-renewal-residencies/group-residency-programme-orkney/air-sea-and-soil-soundings/,United Kingdom,"August 18, 2025",Yes,The Museum of Loss and Renewal,,,No,"Dirigida a artistas y profesionales creativos de todas las disciplinas y nacionalidades, incluidos latinoamericanos, interesados en investigar las relaciones entre espacio, sonido y visualidad en el entorno natural de las Islas Orcadas; la residencia grupal Group Residency Programme, Orkney: Air, Sea and Soil: SOUNDINGS and SURROUNDINGS se realizará del 30 de agosto al 6 de septiembre de 2025, con un cupo aproximado de diez participantes seleccionados. La postulación requiere el pago de una cuota de £1500 GBP que cubre el programa, alojamiento en habitaciones privadas con baño, estudio, traslados locales y pensión completa; no se otorgan estipendios ni apoyo económico para participantes, quienes deben gestionar financiamiento propio para cubrir la cuota, el viaje y otros gastos. No existe restricción geográfica para postular, pero no se ofrece financiamiento ni becas para artistas seleccionados.",,https://tracy.mackenna.studio/the-museum-of-loss-and-renewal-residencies/group-residency-programme-orkney/air-sea-and-soil-soundings/,Residencia,"Música, Visuales, ArteSonoro","August 10, 2025 12:03 PM",,,No,No,,No,,,,
Residencia︱CRUCE,,CRUCE – Space for Transformation,Revisar,https://aadk.es/cruce/?lang=en,Spain,"August 21, 2025",Yes,CRUCE,,,No,"CRUCE – Space for Transformation está dirigido a artistas y creadores de todas las disciplinas contemporáneas, incluyendo artes visuales, performance, sonido, prácticas sociales e interdisciplina, interesados en explorar la relación entre cuerpo, territorio y espacialidad. No se especifica restricción geográfica, por lo que pueden postular artistas de cualquier nacionalidad, incluyendo latinoamericanos. No se encuentra información sobre la existencia de un pago de inscripción obligatorio para participar, ni se detallan montos de apoyo económico, honorarios o presupuesto de producción asignados a los seleccionados; la página oficial y las bases disponibles no mencionan financiación directa para los artistas.",,https://aadk.es/cruce/?lang=en,Residencia,"Visuales, Performance, PrácticasSociales","August 10, 2025 12:04 PM",,,No,No,,No,,,,
Residencia︱Mycophilia online mushroom school,"Art, nature, animals and fun :) (https://www.notion.so/Art-nature-animals-and-fun-23d9dd874b3a81e58c6bc3dddacac23b?pvs=21)",Mycophilia online mushroom school,Revisar,http://www.artayatana.com/Mycophiliaonline.html,Global,"August 24, 2025",Yes,Mycophilia online mushroom school,,,No,"Mycophilia online mushroom school es una residencia virtual dirigida a artistas, escritores, músicos, performers y creativos de cualquier país interesados en explorar la relación entre arte y hongos a través de talleres, charlas y colaboraciones interdisciplinarias. No se requiere el pago de inscripción y la oportunidad está abierta a participantes de todo el mundo, incluida Latinoamérica. No se otorga un estipendio económico ni premio monetario a los seleccionados; la residencia se enfoca en el aprendizaje, la experimentación artística y el trabajo colaborativo en línea. Las disciplinas involucradas abarcan artes visuales, escritura, música, performance y prácticas interdisciplinarias.",,http://www.artayatana.com/Mycophiliaonline.html,Residencia,"Visuales, Artes, Interdisciplinar","August 10, 2025 12:04 PM",,,No,No,,No,,,,
Convocatoria︱Other Springs: Blooms Global South,,Conferencia Res Artis 2025 - Other Springs: Blooms from the Global South,Revisar,https://www.instagram.com/p/DNGys77uXq6/,Brasil,"September 18, 2025",Yes,Res Artis y Fundação Armando Alvares Penteado (FAAP),,,No,"Se abre la inscripción general para participar en la conferencia internacional de residencias artísticas 'Other Springs: Blooms from the Global South', organizada por Res Artis y FAAP en São Paulo, Brasil. El evento reunirá a artistas, gestores y expertos para dialogar sobre el impacto de la presencia indígena y africana en el arte, con actividades presenciales y virtuales durante seis días. Es una oportunidad única de intercambio y reflexión sobre residencias artísticas desde la perspectiva del Sur Global.",,,Convocatoria,"Visuales, Arte, Conferencia","August 10, 2025 8:00 PM",,,No,No,,No,,,,
Residencia︱Rijksmuseum 2026,"Estancias de investigación, Museo Reina Sofía (https://www.notion.so/Estancias-de-investigaci-n-Museo-Reina-Sof-a-3e4d7939fc614f21bdefdac72e69605f?pvs=21)",Rijksmuseum Artist in Residence 2026,Revisar,https://www.instagram.com/p/DNIwvAQRVNL/,Países Bajos,"August 24, 2025",Yes,Rijksmuseum,,,No,"El Rijksmuseum de Ámsterdam invita a un/a artista a participar en su residencia anual de 2026. La persona seleccionada tendrá acceso a las colecciones, archivos y laboratorios del museo para desarrollar una nueva obra inspirada en la historia o colecciones del Rijksmuseum. La residencia está dirigida a artistas de trayectoria media, con práctica basada en la investigación y experiencia en instituciones públicas, que hayan vivido o trabajado en los Países Bajos al menos dos años.",,https://www.rijksmuseum.nl/en/careers/vacancies/artist-in-residence-2026--1177073,Residencia,"Visuales, ArtesVisuales, investigación","August 10, 2025 8:01 PM",,,No,No,,No,,,,
Convocatoria︱Programa de formación artistas emergentes,,Ecosistema de Afectos – PROGRAMA DE FORMACIÓN 2025,Revisar,https://ecosistemadeafectos.com/programa-de-formacion-2025/,Argentina,"August 23, 2025",Yes,Ecosistema de Afectos,,,No,Programa de formación para artistas emergentes. Postulación por email (PDF único) a ecosistemadeafectos@gmail.com. Cierre: 2025-08-23. Aranceles: $ 120000/mes (5 cuotas sep–ene). Pago único $ 500000. Organiza: Ecosistema de Afectos (Argentina).,,,Convocatoria,"Otras, Multidisciplinar, Educación","August 14, 2025 9:33 AM",,,No,No,,No,,,,
Concurso︱Obras Orquesta Sinfónica,,Concurso Provincial de obras para Orquesta Sinfónica Marta Lambertini,Revisar,,Argentina,"August 30, 2025",Yes,Instituto Cultural,,,No,"La tercera edición de este concurso está dirigida exclusivamente a mujeres e integrantes del colectivo LGTBIQ+ mayores de 18 años que hayan nacido, residan, trabajen o estudien en la provincia de Buenos Aires. La inscripción es gratuita y no requiere ningún pago para participar. La disciplina involucrada es la composición de obras originales para orquesta sinfónica completa, excluyéndose obras para conjuntos de cámara. Se seleccionarán tres obras ganadoras que serán interpretadas por los cuerpos estables provinciales en 2026, pero no se menciona la entrega de un premio monetario. La convocatoria no está abierta a artistas de Latinoamérica fuera de la provincia de Buenos Aires.",,https://institutocultural.gba.gob.ar/articulo-noticia/convocatorias/concurso-provincial-de-obras-para-orquesta-sinfonica-marta-0,Convocatoria,"Música, Composición","August 14, 2025 10:15 AM",,,No,No,,No,,,,
Concurso︱Ser Bonaerense,,Cuarta edición del concurso de narrativas 'Ser Bonaerense',Revisar,,Argentina,"September 19, 2025",Yes,Instituto Cultural,,,No,"La convocatoria está dirigida a todas las personas bonaerenses, sin límite de edad ni necesidad de experiencia previa, y busca ensayos que reflexionen sobre la identidad bonaerense en sus dimensiones pasadas, presentes y futuras; la inscripción es completamente gratuita, solo pueden participar quienes residan en la provincia, la disciplina artística involucrada es exclusivamente el ensayo, no se menciona ningún monto de premio en efectivo para los seleccionados o ganadores, y la oportunidad no está abierta a artistas de Latinoamérica fuera de la provincia.",,https://institutocultural.gba.gob.ar/articulo-noticia/convocatorias/convocatoria-para-la-cuarta-edicion-del-concurso-de-narrativas-ser,Convocatoria,"Literatura, Ensayo","August 14, 2025 10:28 AM",,,No,No,,No,,,,
Convocatoria︱Buenos Aires Music Video Festival,,Buenos Aires Music Video Festival (BAMV Fest) - Convocatoria Internacional de Videoclips,Revisar,,Argentina,"August 31, 2024",Yes,Ministerio de Cultura Ciudad de Bs As,,,No,"La convocatoria está dirigida a directores, productores, artistas, bandas, discográficas y profesionales vinculados a la producción de videoclips, tanto nacionales como internacionales, que hayan estrenado su obra entre el 1 de agosto de 2023 y el 31 de agosto de 2024. Para participar se requiere abonar un arancel de inscripción, aunque existen códigos promocionales que ofrecen descuentos; no se menciona la existencia de premios en efectivo para los ganadores. Las disciplinas involucradas son principalmente videoclips musicales, abarcando numerosas categorías técnicas y artísticas. La oportunidad está abierta a participantes de Latinoamérica, con categorías específicas para la región.",,https://bafc.buenosaires.gob.ar/noticias/22/open-call-buenos-aires-music-video-fest,Convocatoria,"Música, Videoclips","August 14, 2025 10:58 AM",,,No,No,,No,,,,
Convocatoria︱Hurlingham Film Lab,,4° Hurlingham Film Lab,Revisar,,Argentina,,Yes,Hurlingham Film Lab,,,No,"La oportunidad está dirigida a cineastas y personas interesadas en las artes visuales que cuenten con proyectos en desarrollo, ofreciéndoles la posibilidad de participar en un laboratorio donde recibirán capacitaciones y asesorías personalizadas de profesionales de la industria audiovisual. No requiere pago de inscripción para ser considerada. La disciplina principal involucrada es el cine y las artes visuales. No se estipula un monto de dinero como premio para los seleccionados, sino que el beneficio consiste en el acceso a formación y asesoría profesional. No se especifica que esté abierta explícitamente a artistas de Latinoamérica.",,https://laciudadweb.com.ar/se-encuentra-abierta-la-convocatoria-al-4deg-hurlingham-film-lab/,Convocatoria,"Cine, ArtesVisuales","August 14, 2025 7:00 PM",,,No,No,,No,,,,
Beca︱Cobertizo,,Beca Cobertizo Residencia de artistas,Revisar,,México,"February 28, 2025",Yes,Residencia Cobertizo,,,No,"La Beca Cobertizo está dirigida exclusivamente a artistas de México y Latinoamérica interesados en realizar una residencia artística de 3 semanas. No requiere pago de inscripción y ofrece hospedaje, transporte y alimentación a los 6 artistas seleccionados para que se concentren en la producción y desarrollo de sus proyectos. La residencia incluye acompañamiento de curadores reconocidos y la obligación de donar una pieza como retribución, la cual será utilizada para recaudar fondos y continuar subsidiando futuras residencias. No se otorga un monto en efectivo a los artistas seleccionados.",,https://cobertizo.com.mx/residencyprograms,Beca,"Visuales, ArtesPlásticas","August 14, 2025 7:03 PM",,,No,No,,No,,,,
Premio︱Arte Laguna Prize 2025,,ARTE LAGUNA PRIZE 2025 PREMIO INTERNACIONAL PARA ARTISTAS CONTEMPORANEOS,Revisar,https://es.artealdia.com/Convocatorias/ARTE-LAGUNA-PRIZE-2025-PREMIO-INTERNACIONAL-PARA-ARTISTAS-CONTEMPORANEOS,Italia,"September 10, 2025",Yes,Arte Laguna,,,No,"Dirigida a artistas contemporáneos de cualquier nacionalidad y edad, incluyendo latinoamericanos, interesados en participar en disciplinas como pintura, escultura, fotografía, arte digital, gráfica digital, videoarte, land art, urban art, performance y diseño. La inscripción requiere el pago de una cuota de €97,60 para menores de 35 años y €122 para mayores de 35 años, permitiendo presentar hasta cinco obras (cada obra adicional cuesta €24,40); la cuota no es reembolsable. El premio principal para el/la artista ganador/a es de €10.000 en efectivo, además de oportunidades de exposición internacional en el Arsenale Nord de Venecia y acceso a premios especiales (colaboraciones, residencias y visibilidad). La convocatoria está abierta hasta el 10 de septiembre de 2025, y no existen restricciones geográficas para aplicar.",,https://artelagunaprize.com/convocatoria-2025/,Premio,"Visuales, Pintura, Escultura","August 16, 2025 10:04 PM",,,No,No,,No,,,,
Premio︱Certamen de Pintura y Escultura Alfonso Aramburu Terrades,,I Certamen de Pintura y Escultura Alfonso Aramburu Terrades,Revisar,https://www.arteinformado.com/agenda/f/i-certamen-de-pintura-y-escultura-alfonso-aramburu-terrades-239121,España,"November 30, 2025",Yes,Fundación Caja Rural del Sur,,,No,"Dirigido a artistas menores de 35 años nacidos o residentes en Andalucía, el I Certamen de Pintura y Escultura Alfonso Aramburu Terrades premia con 10.000 euros a la mejor obra de pintura y 10.000 euros a la mejor obra de escultura; la inscripción está abierta del 23 de julio al 30 de noviembre de 2025 y no se menciona ningún pago de inscripción, pero la participación está limitada a quienes cumplan los requisitos de edad y residencia, por lo que no está abierto a artistas de Latinoamérica salvo que residan en Andalucía.",,https://fundacioncajaruraldelsur.com/11376-2/,Premio,"Visuales, Pintura, Escultura","August 16, 2025 10:06 PM",,,No,No,,No,,,,
